City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Teya,60.3778,92.6267,14.81,96,77,1.14,RU,2022-04-26 23:27:56
1,Ushuaia,-54.8,-68.3,38.86,87,75,11.5,AR,2022-04-26 23:27:53
2,Olafsvik,64.8945,-23.7142,42.51,78,100,5.08,IS,2022-04-26 23:27:56
3,Ambunti,-4.2365,142.8448,83.05,72,84,2.06,PG,2022-04-26 23:27:57
4,Arequipa,-16.3989,-71.535,60.87,55,0,4.61,PE,2022-04-26 23:24:54
5,Kirakira,-10.4544,161.9205,83.82,75,67,7.25,SB,2022-04-26 23:27:57
6,Wilmington,34.2257,-77.9447,75.11,70,20,17.27,US,2022-04-26 23:27:57
7,Guiren,33.6697,118.1889,60.69,58,94,16.13,CN,2022-04-26 23:27:58
8,Bluff,-46.6,168.3333,55.8,78,83,8.93,NZ,2022-04-26 23:27:58
9,College,64.8569,-147.8028,51.75,43,75,4.61,US,2022-04-26 23:27:58
10,Bredasdorp,-34.5322,20.0403,54.91,78,1,2.98,ZA,2022-04-26 23:27:59
11,Iqaluit,63.7506,-68.5145,6.53,77,40,12.66,CA,2022-04-26 23:27:59
12,Clyde River,70.4692,-68.5914,7.03,85,20,14.97,CA,2022-04-26 23:27:59
13,Hilo,19.7297,-155.09,85.28,84,75,14.97,US,2022-04-26 23:28:00
14,Atuona,-9.8,-139.0333,78.87,76,17,20.54,PF,2022-04-26 23:28:00
15,Sosnovo-Ozerskoye,52.5249,111.5418,27.12,46,40,4.83,RU,2022-04-26 23:28:00
16,Tuktoyaktuk,69.4541,-133.0374,15.8,92,40,8.05,CA,2022-04-26 23:28:01
17,Victoria,22.2855,114.1577,82.45,82,4,4.0,HK,2022-04-26 23:24:39
18,Avarua,-21.2078,-159.775,84.25,79,20,8.05,CK,2022-04-26 23:26:08
19,Mar Del Plata,-38.0023,-57.5575,64.42,100,100,21.99,AR,2022-04-26 23:28:01
20,Mataura,-46.1927,168.8643,55.47,97,96,2.86,NZ,2022-04-26 23:28:01
21,Hasaki,35.7333,140.8333,70.2,89,100,21.99,JP,2022-04-26 23:28:02
22,Rikitea,-23.1203,-134.9692,78.22,69,100,20.49,PF,2022-04-26 23:28:02
23,Bengkulu,-3.8004,102.2655,76.53,89,46,3.69,ID,2022-04-26 23:24:04
24,Punta Arenas,-53.15,-70.9167,35.71,75,40,8.05,CL,2022-04-26 23:28:03
25,Hobart,-42.8794,147.3294,53.26,91,75,9.22,AU,2022-04-26 23:26:21
26,Kapaa,22.0752,-159.319,80.58,81,100,14.97,US,2022-04-26 23:28:03
27,Urumqi,43.801,87.6005,45.55,71,0,2.24,CN,2022-04-26 23:24:59
28,Necochea,-38.5473,-58.7368,66.92,90,99,10.18,AR,2022-04-26 23:28:03
29,Chicama,-7.8447,-79.1469,63.14,77,36,8.25,PE,2022-04-26 23:28:04
30,Vaini,-21.2,-175.2,78.96,65,20,13.8,TO,2022-04-26 23:26:06
31,Lebu,-37.6167,-73.65,49.86,81,7,8.34,CL,2022-04-26 23:24:09
32,Mayskiy,47.6931,40.1025,56.61,65,70,7.96,RU,2022-04-26 23:28:04
33,Ambon,-3.6954,128.1814,78.94,94,20,0.0,ID,2022-04-26 23:28:04
34,Cherskiy,68.75,161.3,32.32,90,98,5.59,RU,2022-04-26 23:28:05
35,Veraval,20.9,70.3667,79.63,77,0,11.86,IN,2022-04-26 23:25:23
36,Evensk,61.95,159.2333,29.23,93,100,2.91,RU,2022-04-26 23:28:05
37,Outjo,-20.1167,16.15,68.7,34,30,6.29,NA,2022-04-26 23:28:06
38,Saint-Philippe,-21.3585,55.7679,72.99,83,39,7.99,RE,2022-04-26 23:28:06
39,Jamestown,42.097,-79.2353,43.02,58,100,11.5,US,2022-04-26 23:28:06
40,Broken Hill,-31.95,141.4333,60.51,88,100,10.36,AU,2022-04-26 23:28:07
41,Torbay,47.6666,-52.7314,37.27,95,100,10.36,CA,2022-04-26 23:28:07
42,Touros,-5.1989,-35.4608,79.36,77,4,13.89,BR,2022-04-26 23:28:07
43,Hay River,60.8156,-115.7999,46.36,61,75,6.91,CA,2022-04-26 23:28:08
44,Mana,5.6592,-53.7767,78.44,89,100,6.22,GF,2022-04-26 23:28:08
45,Port Hardy,50.6996,-127.4199,46.58,71,100,11.5,CA,2022-04-26 23:28:08
46,Longyearbyen,78.2186,15.6401,1.24,78,40,5.75,SJ,2022-04-26 23:29:09
47,Butaritari,3.0707,172.7902,81.05,83,46,18.45,KI,2022-04-26 23:29:09
48,Mantes-La-Ville,48.9737,1.7025,50.77,72,83,10.94,FR,2022-04-26 23:29:10
49,Busselton,-33.65,115.3333,55.11,89,40,7.07,AU,2022-04-26 23:29:10
50,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,72.97,99,100,3.18,BR,2022-04-26 23:29:10
51,Vao,-22.6667,167.4833,74.46,59,100,16.53,NC,2022-04-26 23:29:11
52,Yellowknife,62.456,-114.3525,45.12,49,40,5.75,CA,2022-04-26 23:28:50
53,Aksu,41.1231,80.2644,61.14,18,88,7.92,CN,2022-04-26 23:29:11
54,Seydi,39.4816,62.9137,69.3,30,99,13.96,TM,2022-04-26 23:29:11
55,Zhangye,38.9342,100.4517,39.11,80,100,2.8,CN,2022-04-26 23:29:12
56,Doha,25.2867,51.5333,76.98,58,0,4.61,QA,2022-04-26 23:27:00
57,Qandala,11.472,49.8728,82.9,69,18,0.07,SO,2022-04-26 23:29:12
58,Leningradskiy,69.3833,178.4167,17.31,84,60,12.06,RU,2022-04-26 23:29:12
59,Kodinsk,58.6881,99.1844,25.2,90,72,5.86,RU,2022-04-26 23:29:13
60,Maumere,-8.6199,122.2111,78.82,76,96,5.48,ID,2022-04-26 23:29:13
61,Arraial Do Cabo,-22.9661,-42.0278,76.41,89,2,15.28,BR,2022-04-26 23:29:14
62,Dasoguz,41.8363,59.9666,55.35,67,0,6.91,TM,2022-04-26 23:29:14
63,Tukrah,32.5341,20.5791,66.65,47,21,12.82,LY,2022-04-26 23:29:14
64,Thompson,55.7435,-97.8558,41.16,24,0,6.91,CA,2022-04-26 23:29:15
65,Pevek,69.7008,170.3133,34.27,63,99,20.42,RU,2022-04-26 23:29:15
66,Aklavik,68.2191,-135.0107,31.15,90,79,6.91,CA,2022-04-26 23:27:34
67,Saskylakh,71.9167,114.0833,9.61,89,99,3.2,RU,2022-04-26 23:29:16
68,Mount Isa,-20.7333,139.5,73.17,73,75,8.05,AU,2022-04-26 23:27:43
69,San Patricio,28.017,-97.5169,75.87,70,100,10.09,US,2022-04-26 23:29:16
70,Trincomalee,8.5711,81.2335,81.37,78,93,6.15,LK,2022-04-26 23:29:16
71,Florianopolis,-27.6146,-48.5012,73.4,88,40,14.97,BR,2022-04-26 23:28:55
72,Port Lincoln,-34.7333,135.8667,62.73,83,23,5.26,AU,2022-04-26 23:29:17
73,Georgetown,5.4112,100.3354,80.53,93,20,4.61,MY,2022-04-26 23:24:28
74,Birao,10.2849,22.7882,84.36,37,92,3.2,CF,2022-04-26 23:29:17
75,Muyezerskiy,63.9333,31.65,19.63,97,79,2.42,RU,2022-04-26 23:29:17
76,Tasiilaq,65.6145,-37.6368,32.16,95,91,4.03,GL,2022-04-26 23:29:18
77,Toro,4.6117,-76.0814,79.48,93,92,4.27,CO,2022-04-26 23:29:18
78,Bambous Virieux,-20.3428,57.7575,74.21,88,40,4.61,MU,2022-04-26 23:29:18
79,Tibati,6.4667,12.6333,69.42,91,97,3.11,CM,2022-04-26 23:29:19
80,Cascais,38.6979,-9.4215,60.51,74,0,14.0,PT,2022-04-26 23:29:19
81,Cape Town,-33.9258,18.4232,59.92,73,0,18.41,ZA,2022-04-26 23:29:19
82,Palmer,42.1584,-72.3287,53.62,87,100,3.44,US,2022-04-26 23:29:20
83,Flinders,-34.5833,150.8552,65.17,93,100,7.0,AU,2022-04-26 23:29:20
84,Irupi,-20.3453,-41.6411,64.71,95,6,1.03,BR,2022-04-26 23:29:20
85,New Norfolk,-42.7826,147.0587,52.92,87,100,1.97,AU,2022-04-26 23:29:21
86,Muros,42.7762,-9.0603,53.83,93,39,6.85,ES,2022-04-26 23:29:21
87,Zheshart,62.0731,49.5733,37.26,86,96,5.53,RU,2022-04-26 23:29:21
88,Giresun,40.5,38.5,40.21,65,25,3.6,TR,2022-04-26 23:29:22
89,Port Alfred,-33.5906,26.891,57.18,90,16,1.99,ZA,2022-04-26 23:30:22
90,Nome,64.5011,-165.4064,40.15,80,0,6.91,US,2022-04-26 23:30:22
91,Neryungri,56.6709,124.6491,27.32,80,95,7.29,RU,2022-04-26 23:30:23
92,Cabo San Lucas,22.8909,-109.9124,89.62,44,0,6.91,MX,2022-04-26 23:30:23
93,Impfondo,1.6381,18.0667,69.98,98,100,0.89,CG,2022-04-26 23:30:24
94,Mossendjo,-2.9506,12.7261,69.48,99,100,2.42,CG,2022-04-26 23:30:24
95,Saldanha,-33.0117,17.9442,50.05,80,0,11.92,ZA,2022-04-26 23:30:24
96,Bethel,41.3712,-73.414,56.01,92,100,3.44,US,2022-04-26 23:30:25
97,Paamiut,61.994,-49.6678,35.08,94,100,24.36,GL,2022-04-26 23:30:25
98,Rio Pardo,-29.9897,-52.3781,68.16,97,64,5.99,BR,2022-04-26 23:30:26
99,Loanda,-8.8368,13.2343,75.6,90,100,6.85,AO,2022-04-26 23:28:48
100,Esperance,-33.8667,121.9,58.84,61,50,4.05,AU,2022-04-26 23:30:26
101,Durban,-29.8579,31.0292,64.02,73,0,5.01,ZA,2022-04-26 23:30:27
102,Barrow,71.2906,-156.7887,10.42,79,100,13.8,US,2022-04-26 23:30:27
103,Honningsvag,70.9821,25.9704,20.95,73,75,20.71,NO,2022-04-26 23:30:27
104,Odweyne,9.4092,45.064,75.94,62,73,5.19,SO,2022-04-26 23:30:28
105,Cap Malheureux,-19.9842,57.6142,75.47,77,16,3.0,MU,2022-04-26 23:26:33
106,Alofi,-19.0595,-169.9187,76.89,22,100,3.44,NU,2022-04-26 23:30:28
107,Tura,25.5198,90.2201,72.43,92,0,5.48,IN,2022-04-26 23:30:28
108,Yulara,-25.2406,130.9889,60.64,48,99,4.61,AU,2022-04-26 23:30:29
109,Vostok,46.4856,135.8833,32.65,98,96,13.31,RU,2022-04-26 23:30:29
110,Tiksi,71.6872,128.8694,6.82,90,49,0.72,RU,2022-04-26 23:30:29
111,Fairbanks,64.8378,-147.7164,51.76,43,100,4.61,US,2022-04-26 23:25:32
112,Angouleme,45.65,0.15,56.03,60,0,10.36,FR,2022-04-26 23:30:30
113,Agadez,19.75,10.25,81.45,12,0,10.31,NE,2022-04-26 23:30:30
114,Camacha,33.0833,-16.3333,58.42,77,20,8.05,PT,2022-04-26 23:30:30
115,Preobrazheniye,42.9019,133.9064,47.35,46,4,20.09,RU,2022-04-26 23:30:31
116,Zhigansk,66.7697,123.3711,14.95,90,32,12.77,RU,2022-04-26 23:30:31
117,Albany,42.6001,-73.9662,52.39,90,100,4.56,US,2022-04-26 23:28:23
118,Severo-Yeniseyskiy,60.3725,93.0408,20.1,93,76,0.16,RU,2022-04-26 23:30:31
119,Grand Gaube,-20.0064,57.6608,74.37,76,17,3.0,MU,2022-04-26 23:30:21
120,Beipiao,41.7919,120.7792,52.12,19,73,13.78,CN,2022-04-26 23:30:32
121,Pangnirtung,66.1451,-65.7125,-8.46,93,7,5.75,CA,2022-04-26 23:30:32
122,Bermejillo,25.8833,-103.6167,84.24,35,24,20.13,MX,2022-04-26 23:30:32
123,Awbari,26.5921,12.7805,76.37,10,100,3.87,LY,2022-04-26 23:30:33
124,Manzhouli,49.6,117.4333,34.34,39,7,13.65,CN,2022-04-26 23:25:36
125,Dali,25.7,100.1833,59.45,58,0,4.09,CN,2022-04-26 23:30:33
126,Primorsk,46.7348,36.3443,55.58,73,49,8.32,UA,2022-04-26 23:30:33
127,Baykit,61.67,96.37,28.0,78,20,3.42,RU,2022-04-26 23:30:34
128,Vardo,70.3705,31.1107,21.25,74,100,31.92,NO,2022-04-26 23:30:34
129,Puerto Ayora,-0.7393,-90.3518,73.89,82,73,5.28,EC,2022-04-26 23:30:34
130,Kaitangata,-46.2817,169.8464,54.36,77,87,6.24,NZ,2022-04-26 23:30:35
131,Hermanus,-34.4187,19.2345,49.8,78,0,9.57,ZA,2022-04-26 23:30:35
132,Harper,4.375,-7.7169,79.07,85,100,5.88,LR,2022-04-26 23:30:35
133,Sao Joao Da Barra,-21.6403,-41.0511,75.2,89,16,6.87,BR,2022-04-26 23:30:36
134,Goure,13.9835,10.2704,84.52,11,28,10.18,NE,2022-04-26 23:30:36
135,Ghatsila,22.6,86.4833,83.17,46,1,3.96,IN,2022-04-26 23:30:36
136,Sol-Iletsk,51.1631,54.9918,54.39,60,81,12.21,RU,2022-04-26 23:30:36
137,Khatanga,71.9667,102.5,16.02,89,100,9.4,RU,2022-04-26 23:31:37
138,Phalaborwa,-23.943,31.1411,67.28,77,73,7.54,ZA,2022-04-26 23:31:37
139,Sao Filipe,14.8961,-24.4956,74.46,70,18,15.08,CV,2022-04-26 23:31:37
140,Belmonte,-15.8631,-38.8828,76.68,79,25,8.23,BR,2022-04-26 23:31:38
141,Kieta,-6.2167,155.6333,85.32,67,38,3.62,PG,2022-04-26 23:31:38
142,Verkhneyarkeyevo,55.4505,54.3145,57.16,72,85,16.73,RU,2022-04-26 23:31:38
143,Camuy,18.4838,-66.8449,77.85,74,65,8.99,PR,2022-04-26 23:31:39
144,Salaga,8.5508,-0.5188,85.73,49,97,10.56,GH,2022-04-26 23:31:39
145,Haines Junction,60.7522,-137.5108,49.95,43,100,10.36,CA,2022-04-26 23:31:39
146,Gavle,60.6745,17.1417,32.92,53,36,1.99,SE,2022-04-26 23:31:40
147,Udachnyy,66.4167,112.4,18.39,91,73,3.42,RU,2022-04-26 23:31:40
148,Laguna,38.421,-121.4238,80.94,38,0,6.91,US,2022-04-26 23:31:40
149,Sitka,57.0531,-135.33,46.29,76,100,9.22,US,2022-04-26 23:28:07
150,Dikson,73.5069,80.5464,5.79,96,93,8.72,RU,2022-04-26 23:31:41
151,Nikolskoye,59.7035,30.7861,37.87,92,86,5.35,RU,2022-04-26 23:30:02
152,Kushchevskaya,46.5564,39.6386,59.47,69,77,7.81,RU,2022-04-26 23:31:41
153,Gamba,-2.65,10.0,77.47,90,92,3.87,GA,2022-04-26 23:31:41
154,Plettenberg Bay,-34.0527,23.3716,55.62,81,0,3.6,ZA,2022-04-26 23:31:42
155,Otradnoye,59.7775,30.8181,38.03,93,93,5.23,RU,2022-04-26 23:31:42
156,Kodiak,57.79,-152.4072,51.31,50,100,8.05,US,2022-04-26 23:31:42
157,Okato,-39.2,173.8833,58.68,65,77,5.57,NZ,2022-04-26 23:31:43
158,Castro,-24.7911,-50.0119,63.34,90,41,4.38,BR,2022-04-26 23:31:43
159,Pisco,-13.7,-76.2167,67.01,82,0,17.27,PE,2022-04-26 23:30:32
160,Coquimbo,-29.9533,-71.3436,60.53,82,0,3.44,CL,2022-04-26 23:28:00
161,Bull Savanna,17.8868,-77.5902,74.68,81,95,5.48,JM,2022-04-26 23:31:43
162,Yining,29.0361,114.5636,71.37,87,79,1.66,CN,2022-04-26 23:31:44
163,Korla,41.7597,86.1469,53.53,51,0,15.95,CN,2022-04-26 23:31:44
164,Cidreira,-30.1811,-50.2056,71.22,91,25,11.61,BR,2022-04-26 23:30:27
165,Tuy Hoa,13.0833,109.3,80.89,80,31,3.36,VN,2022-04-26 23:31:45
166,Shenjiamen,29.9576,122.298,59.38,87,94,9.48,CN,2022-04-26 23:31:45
167,Willmar,45.1219,-95.0433,42.75,51,75,5.75,US,2022-04-26 23:27:15
168,Ribeira Grande,38.5167,-28.7,63.03,93,67,24.14,PT,2022-04-26 23:31:45
169,Port Elizabeth,-33.918,25.5701,59.29,77,0,5.75,ZA,2022-04-26 23:27:32
170,Roma,43.2128,-75.4557,50.14,69,100,13.8,US,2022-04-26 23:31:46
171,Conakry,9.538,-13.6773,80.67,89,75,6.91,GN,2022-04-26 23:31:46
172,Srednekolymsk,67.45,153.6833,22.33,93,100,12.35,RU,2022-04-26 23:31:46
173,Ermua,43.1833,-2.5,59.74,99,99,2.39,ES,2022-04-26 23:31:47
174,Les Cayes,18.2,-73.75,75.96,80,76,1.72,HT,2022-04-26 23:31:47
175,Boueni,-12.9025,45.0761,78.78,74,36,1.81,YT,2022-04-26 23:31:47
176,Seymchan,62.8833,152.4333,20.93,78,100,9.24,RU,2022-04-26 23:31:48
177,Shache,38.4167,77.2406,61.27,17,77,3.4,CN,2022-04-26 23:31:48
178,Morant Bay,17.8815,-76.4093,78.42,78,91,10.54,JM,2022-04-26 23:28:59
179,Mina,26.0011,-100.5299,74.61,86,98,7.29,MX,2022-04-26 23:31:31
180,Meulaboh,4.1363,96.1285,75.58,82,100,3.04,ID,2022-04-26 23:31:48
181,Erzin,36.9559,36.2,62.22,50,1,2.82,TR,2022-04-26 23:31:49
182,Muzhi,65.3667,64.6667,35.13,97,98,10.2,RU,2022-04-26 23:31:49
183,Rio Gallegos,-51.6226,-69.2181,39.25,75,75,12.66,AR,2022-04-26 23:31:49
184,Dingle,10.9995,122.6711,82.26,80,100,9.44,PH,2022-04-26 23:32:50
185,Qaanaaq,77.484,-69.3632,12.25,72,69,6.64,GL,2022-04-26 23:32:50
186,Khor,47.8861,134.9464,36.77,85,100,6.64,RU,2022-04-26 23:32:50
187,Flin Flon,54.7682,-101.865,35.44,38,0,9.22,CA,2022-04-26 23:32:51
188,Shalinskoye,55.7228,93.7594,38.25,75,98,12.39,RU,2022-04-26 23:32:51
189,East London,-33.0153,27.9116,59.92,79,5,10.02,ZA,2022-04-26 23:32:51
190,Hamilton,39.1834,-84.5333,55.44,49,0,7.0,US,2022-04-26 23:32:52
191,Ostrovnoy,68.0531,39.5131,15.19,79,5,26.46,RU,2022-04-26 23:32:52
192,Kalianget,-7.05,113.9333,82.69,78,100,5.84,ID,2022-04-26 23:32:52
193,Montpellier,43.6109,3.8772,54.12,82,0,4.61,FR,2022-04-26 23:30:04
194,Winnemucca,40.973,-117.7357,71.65,17,40,13.8,US,2022-04-26 23:32:53
195,Macheng,31.1783,115.0319,71.8,76,76,4.34,CN,2022-04-26 23:32:53
196,Whitefish,48.4111,-114.3376,47.21,80,100,8.05,US,2022-04-26 23:32:53
197,Kemise,10.7167,39.8667,66.34,75,93,4.79,ET,2022-04-26 23:32:54
198,Margate,51.3813,1.3862,47.88,74,54,5.01,GB,2022-04-26 23:30:33
199,Gat,31.61,34.7642,72.39,67,92,4.38,IL,2022-04-26 23:32:54
200,Sumbe,-11.2061,13.8437,76.28,89,98,4.32,AO,2022-04-26 23:32:54
201,Nemuro,43.3236,145.575,42.89,99,100,20.67,JP,2022-04-26 23:32:55
202,Ilulissat,69.2167,-51.1,35.62,80,100,4.61,GL,2022-04-26 23:32:55
203,Santana Do Matos,-5.9575,-36.6556,77.41,75,43,17.29,BR,2022-04-26 23:32:55
204,Chiang Khong,20.2613,100.4046,80.06,52,49,0.94,TH,2022-04-26 23:32:56
205,Birzai,56.2,24.75,34.25,89,60,7.2,LT,2022-04-26 23:32:56
206,Acapulco,16.8634,-99.8901,84.02,65,40,11.5,MX,2022-04-26 23:30:10
207,Great Yarmouth,52.6083,1.7305,46.65,77,83,9.84,GB,2022-04-26 23:32:08
208,Norman Wells,65.282,-126.8329,42.84,52,40,12.66,CA,2022-04-26 23:30:05
209,Songjianghe,42.1859,127.479,42.85,35,48,9.01,CN,2022-04-26 23:32:57
210,Vila Franca Do Campo,37.7167,-25.4333,65.19,91,39,8.75,PT,2022-04-26 23:29:43
211,Ubinskoye,55.3068,79.6802,41.85,70,39,4.05,RU,2022-04-26 23:32:57
212,Mabaruma,8.2,-59.7833,75.97,95,100,2.84,GY,2022-04-26 23:32:57
213,Samtredia,42.1537,42.3352,50.27,93,0,1.14,GE,2022-04-26 23:32:58
214,Uthal,25.8072,66.6219,80.02,78,0,3.69,PK,2022-04-26 23:32:58
215,Pella,59.7775,30.8181,38.03,93,93,5.23,RU,2022-04-26 23:32:58
216,Solnechnyy,50.7214,136.6319,26.96,93,100,14.83,RU,2022-04-26 23:32:59
217,Chapais,49.7834,-74.8492,29.98,87,100,6.8,CA,2022-04-26 23:32:59
218,Lasa,46.6166,10.7002,43.68,88,46,4.7,IT,2022-04-26 23:32:59
219,Chuy,-33.6971,-53.4616,69.13,86,56,13.18,UY,2022-04-26 23:33:00
220,Praya,14.9215,-23.5087,70.34,78,75,23.02,CV,2022-04-26 23:33:00
221,Omaruru,-21.4333,15.9333,71.92,31,98,5.06,NA,2022-04-26 23:33:00
222,Natal,-5.795,-35.2094,80.82,78,75,6.91,BR,2022-04-26 23:32:35
223,Jalu,29.0331,21.5482,77.47,19,33,13.89,LY,2022-04-26 23:33:01
224,Ust-Tsilma,65.441,52.1498,31.03,94,100,11.48,RU,2022-04-26 23:33:01
225,Joshimath,30.5667,79.5667,55.71,27,0,8.72,IN,2022-04-26 23:33:02
226,Upernavik,72.7868,-56.1549,24.57,80,94,5.82,GL,2022-04-26 23:33:02
227,Severo-Kurilsk,50.6789,156.125,33.22,82,62,3.38,RU,2022-04-26 23:34:02
228,Vagur,61.4732,-6.8119,42.96,58,88,6.35,FO,2022-04-26 23:34:03
229,California City,35.1258,-117.9859,81.99,15,0,17.27,US,2022-04-26 23:34:03
230,Quelimane,-17.8786,36.8883,71.69,94,46,4.27,MZ,2022-04-26 23:34:03
231,Ossora,59.2353,163.0719,33.21,90,90,6.08,RU,2022-04-26 23:34:04
232,Turek,52.0155,18.5005,38.61,78,38,3.98,PL,2022-04-26 23:34:04
233,Airai,-8.9266,125.4092,67.87,68,74,1.77,TL,2022-04-26 23:30:36
234,Mahebourg,-20.4081,57.7,74.25,88,40,4.61,MU,2022-04-26 23:34:05
235,Saint George,37.1041,-113.5841,84.63,7,0,7.0,US,2022-04-26 23:30:41
236,Kavieng,-2.5744,150.7967,85.44,71,5,15.23,PG,2022-04-26 23:34:05
237,Hambantota,6.1241,81.1185,79.63,83,85,2.68,LK,2022-04-26 23:34:05
